ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
23623,,2.17,male,Staffordshire Terrier Mix,9/22/19,10/7/19,9/24/19,striped,short,medium,no,,,,,,,
4441,Kyoko,1.25,male,Akita Mix,9/10/19,9/10/19,9/28/19,striped,medium,large,,,yes,yes,,,yes,both flat and garden
3486,Hunor,1.25,male,Unknown Mix,9/10/19,9/10/19,10/6/19,brown and white,short,medium,,,yes,,,,,both flat and garden
1024,Kaposvári Rómeó,0.33,male,Greyhound Mix,10/4/19,10/6/19,10/5/19,striped,short,medium,,,yes,yes,,,,flat
1023,Kaposvári Júlia,0.33,female,Greyhound Mix,10/4/19,10/6/19,10/5/19,striped,short,medium,,,yes,yes,,,,flat
2083,Elsa,2.33,female,Unknown Mix,9/5/19,9/5/19,9/27/19,brown,short,medium,yes,,,,,,,
937,Jaki,11.17,male,Unknown Mix,9/26/19,9/26/19,9/26/19,red and white,medium,small,yes,yes,yes,,yes,yes,yes,flat
4411,Tonja,0.42,male,Unknown Mix,9/13/19,9/13/19,9/28/19,black and white,short,small,,,yes,,yes,yes,,both flat and garden
23646,Robi,9.17,male,German Shepherd Dog Mix,10/5/19,10/5/19,10/5/19,sable,medium,large,no,,,,,,,
4415,Melange,0.25,female,Unknown Mix,9/21/19,9/21/19,9/28/19,brown,medium,medium,,,yes,,yes,yes,,both flat and garden
4439,Andres,0.25,male,Unknown Mix,9/18/19,9/18/19,9/28/19,black,short,small,,,yes,,yes,yes,,both flat and garden
4418,Capuccino,0.25,male,Unknown Mix,9/21/19,9/21/19,9/28/19,black,medium,medium,,,yes,,yes,yes,,both flat and garden
2086,Lili,3.5,female,Unknown Mix,9/5/19,9/5/19,9/27/19,brown,short,large,yes,,,,,,,
4407,Zora,1.17,female,Unknown Mix,8/5/19,8/5/19,9/28/19,apricot,short,medium,,,yes,,yes,yes,,both flat and garden
1727,Siófoki Olívia,5.25,male,Jagd Terrier Mix,9/1/19,9/20/19,9/19/19,apricot,short,medium,,yes,yes,yes,yes,yes,no,both flat and garden
4401,Diana,0.67,female,Unknown Mix,8/24/19,8/24/19,9/15/19,black and brown,medium,small,,,yes,,,,,both flat and garden
3484,Folti,7.33,male,Fox Terrier Mix,8/3/19,8/3/19,9/4/19,tricolor,wirehaired,medium,,,yes,,,yes,,garden
680,Rozi,3.25,female,Unknown Mix,5/22/19,5/22/19,9/3/19,saddle back,short,large,yes,yes,yes,yes,yes,yes,,both flat and garden
23577,Pajti,6.92,male,Unknown Mix,9/9/19,9/24/19,9/9/19,tricolor,short,medium,no,,,,,,,
1020,Esztergomi Dodó,4.33,male,English Greyhound Mix,9/17/19,9/19/19,9/19/19,black and white,short,large,yes,yes,yes,,yes,yes,no,flat
682,Hiro,1.67,female,Fox Terrier Mix,9/1/19,9/1/19,9/21/19,brown and white,short,small,yes,yes,yes,yes,yes,yes,,both flat and garden
681,Kifli,11.75,female,Golden Retriever Mix,7/19/19,7/19/19,9/3/19,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
23606,Foltos,5.17,male,Unknown Mix,8/15/19,8/30/19,9/17/19,black and white,short,medium,yes,,,,,,,
4402,Bambi,0.75,female,Unknown Mix,9/5/19,9/5/19,9/15/19,brown,short,medium,,,yes,,,,,both flat and garden
3485,Imrus,0.58,male,Mudi Mix,9/4/19,10/12/19,9/5/19,black,short,medium,,,yes,yes,yes,yes,,both flat and garden
2062,Lili,3.5,female,Cane Corso Mix,8/8/19,8/8/19,9/6/19,brown,short,large,yes,,,,,,,
23607,Suba,6.17,male,Unknown Mix,9/16/19,10/1/19,9/19/19,black,long,large,no,,,,,,,
2065,Elsa,2.33,female,Unknown Mix,9/5/19,9/5/19,9/12/19,brown,short,medium,yes,,,,,,,
1724,Hejõbábai Gyömbér,2.08,female,Poodle Mix,9/12/19,9/12/19,9/14/19,white,medium,small,yes,,yes,no,yes,yes,yes,flat
1716,Újhartyáni Puding,1.08,female,Staffordshire Terrier Mix,9/5/19,9/5/19,9/5/19,yellow-brown,short,medium,yes,,yes,yes,yes,yes,no,both flat and garden
1019,Nagybajomi Boldizsár,5.92,male,Unknown Mix,9/5/19,9/17/19,9/17/19,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,flat
4403,Pocak,0.42,male,Unknown Mix,9/1/19,9/1/19,9/15/19,black,short,medium,,,yes,,yes,yes,,both flat and garden
3477,Huba,0.5,male,Unknown Mix,8/7/19,8/7/19,9/4/19,brown,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
1017,Gyömrõi Barbi,1.5,female,Hungarian Greyhound Mix,7/22/19,8/1/19,9/5/19,spotty,short,medium,yes,yes,yes,yes,,,,flat
1192,Argo,2.42,male,German Dog,4/12/18,4/12/18,8/28/19,black,short,large,yes,,yes,yes,no,yes,,
4394,Anna,0.42,female,Unknown Mix,8/3/19,8/3/19,8/22/19,black,short,medium,,,yes,,yes,yes,,both flat and garden
1692,Miskolci Minerva,1.67,female,German Shepherd Dog Mix,8/23/19,9/6/19,8/23/19,brown,short,medium,yes,,yes,yes,yes,yes,no,both flat and garden
1189,Peter Parker,3.67,male,German Dog,7/6/18,7/6/18,8/28/19,black,short,large,yes,,yes,,no,yes,,
4385,Oliver,2.33,male,Unknown Mix,8/6/19,8/6/19,8/22/19,apricot,short,medium,,,yes,,yes,yes,,both flat and garden
4397,Myles,1,male,Bulldog Mix,7/16/19,7/16/19,9/2/19,black and white,short,small,,,yes,,yes,yes,,both flat and garden
1206,Borzi,17.58,male,Unknown Mix,5/5/17,5/5/17,8/28/19,black and tan,short,small,yes,yes,yes,,yes,yes,,flat
1187,Momi,8.5,female,German Dog,8/8/17,8/8/17,8/28/19,gray,short,large,yes,,yes,yes,yes,,,
2028,Lili,3.5,female,Cane Corso Mix,7/8/19,7/8/19,8/12/19,brown,short,large,yes,,,,,,,
1198,Fitos,0.92,male,Unknown Mix,3/14/19,3/14/19,8/28/19,black and tan,short,medium,,yes,yes,yes,no,yes,,flat
614,Datolya,1.75,female,German Shepherd Dog Mix,8/20/19,8/20/19,8/26/19,apricot,medium,medium,yes,,yes,yes,yes,yes,,flat
1182,Gubanc,2,female,Unknown Mix,12/30/17,12/30/17,8/28/19,saddle back,medium,medium,yes,yes,yes,yes,yes,yes,,
1200,Marci Papa,12.67,male,German Pointer,6/19/18,6/19/18,8/28/19,brown and white,wirehaired,medium,yes,yes,yes,yes,yes,yes,,flat
23512,,10.25,male,German Shepherd Dog Mix,8/16/19,8/31/19,8/16/19,saddle back,medium,large,no,,,,,,,
23541,,1.25,male,Unknown Mix,8/28/19,9/12/19,8/28/19,black and tan,wirehaired,medium,no,,,,,,,
1197,Farsang,0.92,male,Unknown Mix,3/2/19,3/2/19,8/28/19,black,short,medium,,yes,yes,yes,yes,yes,,flat
1212,Miske,2.25,male,Unknown Mix,8/17/19,8/17/19,8/28/19,black and tan,medium,small,no,yes,yes,yes,yes,yes,,flat
1204,Vulpex,3.5,male,Unknown Mix,4/15/18,4/15/18,8/28/19,brown and white,short,medium,yes,yes,yes,yes,yes,yes,,flat
1181,Éliás,9.92,male,Border Collie Mix,8/4/19,8/4/19,8/28/19,black and white,medium,medium,yes,,yes,no,,,,both flat and garden
1202,Öregnéne,11.42,female,Unknown Mix,12/14/18,12/14/18,8/28/19,brown and white,medium,small,yes,yes,yes,yes,yes,yes,,flat
674,Pinocchio,4.08,male,Unknown Mix,12/11/18,12/11/18,7/27/19,white,short,medium,yes,,yes,yes,yes,yes,no,
2435,Tamara,5.67,female,Unknown Mix,2/3/18,2/3/18,8/1/19,saddle back,short,small,yes,,yes,yes,yes,yes,yes,both flat and garden
645,Zsiráf,0.58,male,Unknown Mix,4/20/19,4/20/19,7/20/19,spotty,short,medium,yes,,,,,,,
1004,Kunhegyesi Frodo,0.92,male,"Greyhound, Labrador Retriever Mix",7/21/19,7/24/19,7/23/19,black,short,medium,yes,,yes,yes,,,,both flat and garden
931,Tibi,10,male,Dachshund Mix,6/8/14,7/1/14,7/26/19,white,short,small,no,,yes,,yes,yes,,flat
668,Tódor,4.25,male,Dachshund Mix,8/27/18,8/27/18,7/27/19,gray and black,wirehaired,small,yes,,yes,yes,yes,yes,,both flat and garden
4376,Caramell,0.92,male,Unknown Mix,7/17/19,7/17/19,8/7/19,apricot,short,small,,,yes,,,,,both flat and garden
677,Mia,1.58,female,Unknown Mix,6/23/19,6/23/19,7/27/19,striped,short,medium,yes,yes,yes,yes,yes,yes,no,both flat and garden
23399,,2.83,male,Unknown Mix,7/15/19,7/30/19,7/15/19,yellow-brown,short,medium,no,,,,,,,
932,Folti_,3,male,"Dachshund, Fox Terrier Mix",12/1/17,1/20/18,7/27/19,brown and white,short,small,yes,,yes,,yes,yes,,both flat and garden
671,Alma,9.92,female,Unknown Mix,5/4/18,5/4/18,7/27/19,tricolor,short,medium,yes,,yes,yes,yes,yes,,
1005,Nagyatádi Palkó,0.67,male,Greyhound Mix,7/17/19,7/24/19,7/23/19,black,short,small,yes,,yes,yes,yes,yes,,flat
1676,Kunhegyesi Zserbó,3.33,female,Dachshund Mix,8/3/19,8/3/19,8/4/19,brown,short,small,yes,,yes,yes,yes,yes,no,flat
672,Dugó,9.17,male,Pinscher Mix,8/27/18,8/27/18,7/27/19,tricolor,short,small,yes,yes,yes,yes,yes,yes,,both flat and garden
678,Selli,8.42,female,Labrador Retriever Mix,12/5/18,12/5/18,7/27/19,black,short,large,yes,,yes,yes,,,,garden
669,Bobó,4.17,male,Unknown Mix,4/17/19,4/17/19,7/27/19,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
673,Manó,5.75,female,Chihuahua Mix,8/27/18,8/27/18,7/27/19,tricolor,short,small,yes,yes,yes,yes,yes,yes,,both flat and garden
2434,Füles,7.25,female,Unknown Mix,8/3/18,8/3/18,7/29/19,golden,short,medium,yes,,yes,yes,yes,,no,both flat and garden
675,Suba,2.17,male,"Chinese Shar-Pei, Dachshund, Fox Terrier Mix",9/21/18,9/21/18,7/27/19,yellow-brown,wirehaired,small,,yes,yes,yes,yes,yes,yes,both flat and garden
679,Döme,8.42,male,Labrador Retriever Mix,12/5/18,12/5/18,7/27/19,black,short,large,yes,,yes,yes,,,,garden
4355,Jeraldino,0.75,male,Unknown Mix,7/7/19,7/7/19,7/13/19,black,short,small,,,yes,,yes,yes,,both flat and garden
3444,Dodó,2.58,male,Unknown Mix,5/29/19,5/29/19,7/2/19,red,medium,medium,,,yes,yes,,yes,,garden
4344,Monk,1.83,male,Unknown Mix,6/23/19,6/23/19,7/13/19,black,short,medium,,,yes,,,,,both flat and garden
7893,Staffi,2.42,male,Staffordshire Terrier Mix,7/6/19,7/6/19,7/6/19,yellow-brown,short,medium,,,yes,,yes,yes,,both flat and garden
2425,Kiki,9.17,female,Rottweiler Mix,1/28/19,1/28/19,7/10/19,black and brown,short,large,yes,,yes,,yes,,,both flat and garden
4350,Kody,1.42,male,Dachshund Mix,7/4/19,7/4/19,7/13/19,black and brown,short,small,,,yes,,yes,yes,,both flat and garden
3446,Fickó,9.92,male,Dachshund Mix,6/27/19,8/3/19,7/2/19,black and brown,short,small,,,yes,,yes,yes,,garden
1994,Lili,3.5,female,Cane Corso Mix,6/1/19,6/1/19,7/5/19,brown,short,large,yes,,,,,,,
2419,Bella,1.42,female,Unknown Mix,12/10/18,12/10/18,7/10/19,apricot,short,small,yes,,yes,yes,yes,,,both flat and garden
521,Kópé,0.83,male,Unknown Mix,5/8/19,5/18/19,7/9/19,brown,medium,medium,yes,,yes,yes,yes,yes,yes,
2428,Melody,1.67,female,Unknown Mix,2/16/19,2/16/19,7/10/19,gray and black,short,large,yes,,yes,yes,yes,yes,yes,garden
1664,Nikó,0.67,male,"Labrador Retriever, Poodle Mix",11/18/19,11/19/19,7/15/19,white,long,medium,no,,yes,yes,yes,yes,,flat
4346,Galadriel,1.58,female,Staffordshire Terrier Mix,3/5/19,3/5/19,7/13/19,brown and white,short,medium,yes,,yes,,yes,yes,,both flat and garden
2431,Rex,9.92,male,Unknown Mix,6/30/19,6/30/19,7/10/19,black and brown,medium,large,yes,,yes,yes,yes,yes,yes,both flat and garden
2429,Mirtill,2.92,female,Unknown Mix,2/20/19,2/20/19,7/10/19,brown and white,short,medium,yes,,yes,yes,yes,,no,both flat and garden
2424,Fruzsi,1,female,Unknown Mix,2/3/19,2/3/19,7/10/19,black and brown,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
2430,Morgó,6.5,male,Unknown Mix,6/30/19,6/30/19,7/10/19,black,short,medium,yes,,yes,yes,no,yes,yes,garden
2427,Kugli,6.58,male,Unknown Mix,2/15/19,2/15/19,7/10/19,brown and white,short,large,no,,yes,,,,,both flat and garden
1652,Dabasi Baltazár,3.33,male,Komondor,6/29/19,7/15/19,7/3/19,white,long,large,yes,,yes,yes,no,no,no,both flat and garden
1659,Soroksári Kody,2.42,male,Unknown Mix,7/8/19,7/8/19,7/11/19,striped,short,medium,no,,yes,yes,yes,yes,,both flat and garden
4337,Adonis,1.5,male,Dachshund Mix,6/5/19,6/5/19,6/20/19,apricot,short,small,,,yes,,yes,yes,,both flat and garden
3438,Dingó,1.92,male,Unknown Mix,3/24/19,3/24/19,7/2/19,brown,short,medium,yes,,yes,,,,,garden
519,Kópé,0.83,male,Unknown Mix,5/8/19,5/8/19,7/1/19,brown,medium,medium,yes,,yes,yes,,,,
1643,Ócsai Pamacs,2.42,male,Chinese Shar-Pei,6/20/19,6/20/19,6/21/19,red,short,medium,no,,yes,yes,yes,yes,yes,flat
4340,Brill,2.5,female,Unknown Mix,6/1/19,6/1/19,6/20/19,black and brown,short,medium,yes,,yes,,yes,yes,yes,both flat and garden
4335,Bogár,7.42,male,Unknown Mix,6/15/19,6/15/19,6/20/19,black,short,medium,,,yes,,,,,both flat and garden
3440,Delma,3.67,female,Unknown Mix,4/23/19,4/23/19,7/2/19,black and brown,short,medium,yes,,yes,,yes,,,garden
23261,Csutak,2.5,male,Unknown Mix,6/5/19,6/5/19,6/5/19,black and white,short,medium,yes,,,,,,,
23339,Rex,11.42,male,German Shepherd Dog Mix,6/28/19,6/28/19,6/28/19,sable,medium,large,no,,,,,,,
3442,Döme,2.58,male,Unknown Mix,5/16/19,5/16/19,7/2/19,striped,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
3435,Lina,1,female,Unknown Mix,5/29/19,6/29/19,6/4/19,black and white,short,medium,,,yes,yes,yes,,,garden
3443,Emma,3.58,female,Unknown Mix,5/18/19,5/18/19,7/2/19,black and white,long,medium,yes,,yes,yes,,yes,,garden
4341,Blair,1.42,female,Staffordshire Terrier Mix,6/1/19,6/1/19,6/20/19,striped,short,medium,yes,,yes,,yes,yes,,both flat and garden
1651,Albertirsai Félix,2.42,male,"Pekingese, Tibetan Spaniel Mix",6/30/19,7/15/19,7/1/19,white,wirehaired,small,yes,,yes,yes,yes,yes,yes,flat
23305,Maci,11.42,female,Unknown Mix,6/21/19,6/21/19,6/21/19,gray,medium,medium,no,,,,,,,
1002,Porcsalmai Gréti,8.08,female,Greyhound Mix,6/15/19,6/17/19,6/16/19,spotty,short,medium,yes,yes,yes,,yes,yes,,flat
1642,Inárcsi Mózes,4.42,male,Rottweiler Mix,6/18/19,6/18/19,6/18/19,black and tan,short,medium,yes,,yes,yes,yes,yes,no,both flat and garden
611,Sid,2.5,male,German Shepherd Dog Mix,10/10/18,10/10/18,6/28/19,black and tan,short,medium,yes,yes,,,,,,
4324,Pamacs,6.17,male,Unknown Mix,6/6/19,6/6/19,6/8/19,apricot,long,medium,yes,,yes,,,,,both flat and garden
4330,Nicol,1,female,Unknown Mix,6/15/19,6/15/19,6/20/19,apricot,short,medium,,,yes,,yes,yes,,both flat and garden
4307,Haven,1.42,female,Unknown Mix,5/11/19,5/11/19,5/19/19,apricot,short,small,yes,,yes,,,,,both flat and garden
3432,Dínó,4.58,male,Unknown Mix,5/22/19,6/29/19,5/29/19,black and brown,short,medium,,,yes,yes,,yes,,garden
607,Samuci,5.33,male,Dachshund Mix,4/5/17,4/5/17,5/14/19,black and tan,medium,small,yes,yes,yes,yes,yes,yes,,flat
608,Thália,3,female,Terrier Mix,1/1/18,1/1/18,5/14/19,striped,short,small,yes,yes,yes,yes,yes,yes,,flat
994,Túrkevei Gitta,2.5,female,Unknown Mix,5/27/19,6/3/19,6/2/19,striped,short,medium,yes,,yes,,,,,both flat and garden
4308,Berger,1.42,male,Unknown Mix,5/6/19,5/6/19,5/19/19,apricot,short,medium,,,yes,,yes,yes,,both flat and garden
4319,Kyd,1.33,male,Staffordshire Terrier Mix,5/25/19,5/25/19,6/1/19,black and white,short,medium,,,yes,,,,,both flat and garden
1081,Preston,0.92,male,Unknown Mix,3/8/19,3/8/19,5/12/19,black,medium,medium,,,yes,yes,yes,yes,,both flat and garden
4314,Morzsa,7.92,male,Dachshund Mix,5/22/19,5/22/19,6/1/19,black,medium,small,,,yes,,,,,both flat and garden
1616,Dunavarsányi Dominó,4.08,male,Puli Mix,1/13/19,1/20/19,5/24/19,black and white,wirehaired,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
997,Túrkevei Zsóka,0.67,female,"Greyhound, Vizsla, Weimaraner Mix",5/27/19,5/27/19,6/2/19,striped,short,small,yes,,,,,,,
983,Hajdúsámsoni Brúnó,12.58,male,Hungarian Greyhound,5/12/19,5/31/19,5/12/19,striped,short,medium,yes,,,,,,,
1080,Paris,0.92,female,Unknown Mix,3/8/19,3/8/19,5/12/19,gray,medium,medium,,,yes,yes,yes,yes,,both flat and garden
4320,Logan,2.5,male,Unknown Mix,5/23/19,5/23/19,6/1/19,black,short,medium,yes,,yes,,yes,yes,,both flat and garden
1621,Ócsai Black Jack,1.33,male,Unknown Mix,5/13/19,5/13/19,5/28/19,black,short,medium,yes,,yes,yes,yes,yes,no,both flat and garden
4316,Dominika,9.5,female,Dachshund Mix,5/23/19,5/23/19,6/1/19,black and brown,short,small,,,yes,,,,,both flat and garden
986,Hajdúszoboszlói Titán,5.58,male,Greyhound Mix,5/18/19,6/30/19,5/24/19,striped,short,medium,yes,,,,,,,
3426,Zorka,1.67,female,Unknown Mix,4/9/19,4/9/19,5/18/19,white,short,medium,yes,,yes,yes,yes,yes,,flat
136,Colin,8.5,male,Scotch Collie,5/11/19,5/11/19,5/25/19,tricolor,long,medium,yes,,yes,yes,yes,yes,no,both flat and garden
23242,,3.5,male,German Shepherd Dog Mix,5/30/19,6/14/19,5/30/19,black,medium,medium,no,,,,,,,
1079,Carmen,0.83,female,Unknown Mix,2/7/19,2/7/19,4/26/19,black,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
1589,Felsõpakonyi Boxi,1.08,male,Siberian Husky Mix,4/24/19,4/24/19,4/24/19,gray and white,short,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
23166,Zeusz,2.58,male,Unknown Mix,5/7/19,5/7/19,5/7/19,yellow-brown,short,medium,no,,,,,,,
904,Pilla,11.17,female,Unknown Mix,12/30/13,11/20/13,5/9/19,black,short,medium,no,,yes,,yes,yes,,both flat and garden
871,e,11.75,female,Unknown Mix,11/12/13,12/20/13,4/27/19,black,medium,medium,no,,yes,,yes,yes,,both flat and garden
865,Arzén,11.75,female,Unknown Mix,10/13/13,11/20/13,4/13/19,saddle back,short,medium,yes,,yes,,yes,yes,,both flat and garden
512,Kormi,2.58,male,Unknown Mix,4/28/19,4/28/19,5/10/19,black,short,medium,yes,,yes,yes,,,,
23170,,2.58,male,Unknown Mix,5/8/19,5/23/19,5/8/19,yellow-brown,short,medium,no,,,,,,,
864,Adél,10.33,female,Unknown Mix,10/13/13,11/20/13,4/13/19,black and brown,short,small,,,yes,,yes,yes,,both flat and garden
1169,Borzas,2.58,male,Unknown Mix,12/12/18,12/12/18,5/2/19,gray,long,medium,,yes,yes,yes,yes,yes,,flat
866,Baileys,7.92,female,Unknown Mix,10/13/13,11/20/13,4/13/19,black,medium,medium,yes,,yes,,yes,yes,,
870,Csimbók,7.75,male,Puli Mix,10/13/13,11/20/13,4/14/19,black,long,medium,no,,yes,,yes,yes,,both flat and garden
873,Paca_,9.17,male,Unknown Mix,10/13/13,12/20/13,4/30/19,white,wirehaired,medium,no,,yes,,yes,yes,,both flat and garden
4303,Abby,1.58,female,German Shepherd Dog Mix,5/11/19,5/11/19,5/11/19,brown,short,medium,yes,,yes,,,,,both flat and garden
1592,Wolfi,1.75,male,Unknown Mix,4/30/19,5/2/19,5/1/19,yellow-brown,medium,medium,yes,,yes,yes,yes,yes,yes,garden
891,Rike,11.92,female,German Shepherd Dog Mix,8/22/13,10/5/13,5/7/19,black and brown,short,medium,yes,,yes,,yes,yes,,both flat and garden
510,Tibi,3.58,male,Unknown Mix,5/7/19,5/7/19,5/10/19,apricot,short,medium,,,yes,yes,,,,
978,Csengersimai Pamilla,7.58,female,Greyhound Mix,4/16/19,4/30/19,4/23/19,spotty,short,medium,yes,,yes,,,,,flat
868,Bimbi,7.17,female,Dachshund Mix,10/13/13,11/20/13,4/14/19,black,short,small,yes,,yes,,yes,yes,,both flat and garden
23176,Alpha,1.42,male,Unknown Mix,5/11/19,5/26/19,5/11/19,black and tan,medium,medium,no,,,,,,,
23098,,1.67,male,German Shepherd Dog Mix,4/1/19,4/16/19,4/3/19,striped,short,medium,no,,,,,,,
863,Tequila_,11.92,male,Unknown Mix,10/13/13,11/3/13,4/9/19,black,medium,medium,no,,yes,,yes,yes,,both flat and garden
1569,Érdi Bella,9.75,female,Mastiff Mix,3/15/19,3/30/19,3/15/19,black and white,short,large,,,yes,yes,yes,yes,yes,both flat and garden
1585,Zseton,1.67,male,"Bearded Collie, Labrador Retriever Mix",4/8/19,4/8/19,4/8/19,black,short,small,yes,,yes,yes,yes,yes,no,both flat and garden
23107,,2.67,male,Unknown Mix,4/4/19,4/4/19,4/5/19,tricolor,short,medium,no,,,,,,,
4270,Yoko,1.92,male,Dachshund Mix,1/10/19,1/10/19,3/25/19,white,short,small,,,yes,,yes,yes,,both flat and garden
974,Debreceni Finlay,4,male,Greyhound Mix,4/1/19,4/5/19,4/4/19,yellow-brown,short,medium,yes,,,,,,,both flat and garden
4253,Bolka,2.42,male,Unknown Mix,10/18/17,10/18/17,3/16/19,brown and white,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
3411,Dani,3.67,male,Unknown Mix,4/3/19,4/27/19,4/12/19,gray,medium,medium,yes,,yes,yes,,yes,,garden
4269,Nathan,1,male,Unknown Mix,1/16/19,1/16/19,3/25/19,brown,short,medium,,,yes,,yes,yes,,both flat and garden
3404,Lola,1.92,female,Unknown Mix,3/19/19,4/13/19,3/24/19,yellow-brown,short,medium,yes,,yes,yes,yes,,,both flat and garden
7859,Bobek,11.67,male,Labrador Retriever,4/10/19,4/10/19,4/10/19,black,medium,large,no,,yes,yes,,,yes,garden
1077,Lora,4.75,female,Unknown Mix,12/31/18,12/31/18,3/22/19,brown,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
504,Alex,4.67,male,German Shepherd Dog Mix,3/1/19,3/1/19,3/19/19,brown,short,medium,no,,,,,,,
971,Csengersimai Kende,0.92,male,"Greyhound, Hungarian Greyhound Mix",11/5/19,2/15/19,3/22/19,brown and white,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
4267,Nadine,5.83,female,Unknown Mix,1/16/19,1/16/19,3/25/19,black and brown,short,medium,,,yes,,,,,both flat and garden
1571,Újhartyáni Brúnó,4.58,male,"Australian Shepherd, Labrador Retriever Mix",3/21/19,3/21/19,3/21/19,black,medium,medium,no,,yes,yes,yes,yes,no,both flat and garden
4264,John,1.5,male,Dachshund Mix,1/10/19,1/10/19,3/25/19,apricot,short,small,,,yes,,yes,yes,,both flat and garden
4265,Borcsa,1.42,female,Unknown Mix,1/7/19,1/7/19,3/25/19,apricot,short,small,,,yes,,yes,yes,,both flat and garden
4277,Hank,1.83,male,Unknown Mix,1/31/19,1/31/19,4/8/19,brown and white,short,medium,,,yes,,yes,yes,,both flat and garden
3367,Judit,2.25,female,Unknown Mix,1/3/18,1/3/18,2/24/19,yellow-brown,wirehaired,large,yes,,,,,,,garden
23047,,1.75,male,Unknown Mix,2/26/19,3/13/19,3/2/19,black,medium,medium,no,,,,,,,
856,Kölyki,1.42,female,"German Shepherd Dog, Hound Mix",7/24/18,2/24/19,2/25/19,black and brown,short,medium,,,yes,,yes,yes,,both flat and garden
599,Ropi,13.08,male,Yorkshire Terrier,5/5/17,5/5/17,3/1/19,gray and white,medium,small,yes,yes,yes,,yes,yes,,flat
3366,Ilcsi,5.75,female,Unknown Mix,2/28/18,2/28/18,2/24/19,black and brown,medium,large,yes,,,,,,,garden
3373,Balu,2,male,Unknown Mix,12/26/18,12/26/18,2/24/19,black,short,large,,,,,,,,garden
1075,Annie,1.75,female,Unknown Mix,2/7/19,2/7/19,3/9/19,brown,short,medium,,,yes,yes,yes,yes,,both flat and garden
1566,Nyíregyházi Béci,4.75,male,"Belgian Malinois, German Shepherd Dog Mix",3/9/19,3/9/19,3/9/19,yellow-brown,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
3399,Babi,1.08,female,Unknown Mix,2/20/19,2/20/19,3/12/19,black and brown,short,medium,,,,,,,,both flat and garden
3363,Nyurga,2.42,male,Unknown Mix,7/26/18,7/26/18,2/24/19,yellow-brown,wirehaired,medium,yes,,yes,,,,,garden
1073,Penny,1.75,female,Dachshund Mix,2/7/19,2/7/19,3/6/19,brown and white,short,small,yes,yes,yes,,yes,yes,,both flat and garden
857,Kölyki,1.42,male,Unknown Mix,7/24/18,2/24/19,2/25/19,black and brown,short,medium,no,,yes,,yes,yes,,both flat and garden
2414,Chop,5.08,male,Unknown Mix,1/10/19,1/10/19,3/14/19,brown,medium,large,yes,,yes,yes,,yes,,both flat and garden
4236,Robert,3.75,male,Unknown Mix,2/23/19,2/23/19,3/4/19,apricot,short,small,,,yes,,,,,both flat and garden
